identificationNumber,Relationship,title,blob_uri,externalURL,rightsHolder_org,rightsHolder_person,publishTo
MR.ALBQ.001,59757,Communications Center Photo Panel-Call Center,http://www.publicartarchive.org/sites/default/files/625.03.jpeg,,,Karen Mazur,Public Art Archive
MR.ALBQ.002,59759,Untitled,http://www.publicartarchive.org/sites/default/files/524_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.003,45106,Almond Blossom Astronomy,http://www.publicartarchive.org/sites/default/files/101_01.jpg,,,David Anderson,Public Art Archive
MR.ALBQ.005,45106,Almond Blossom Astronomy,http://www.publicartarchive.org/sites/default/files/101_03.jpg,,,David Anderson,Public Art Archive
MR.ALBQ.006,45110,Formas Esperando Palabra de Otros Mundos,http://www.publicartarchive.org/sites/default/files/102_01.jpg,,,Federico Armijo,Public Art Archive
MR.ALBQ.007,45110,Formas Esperando Palabra de Otros Mundos,http://www.publicartarchive.org/sites/default/files/102_02.jpg,,,Federico Armijo,Public Art Archive
MR.ALBQ.008,45110,Formas Esperando Palabra de Otros Mundos,http://www.publicartarchive.org/sites/default/files/102_03.jpg,,,Federico Armijo,Public Art Archive
MR.ALBQ.009,45110,Formas Esperando Palabra de Otros Mundos,http://www.publicartarchive.org/sites/default/files/102_04.jpg,,,Federico Armijo,Public Art Archive
MR.ALBQ.010,45115,Sumer #24,http://www.publicartarchive.org/sites/default/files/104_01.jpg,,,Larry Bell,Public Art Archive
MR.ALBQ.011,45115,Sumer #24,http://www.publicartarchive.org/sites/default/files/104_02.jpg,,,Larry Bell,Public Art Archive
MR.ALBQ.012,45115,Sumer #24,http://www.publicartarchive.org/sites/default/files/104_03.jpg,,,Larry Bell,Public Art Archive
MR.ALBQ.013,45119,Images,http://www.publicartarchive.org/sites/default/files/105_01.jpg,,,Rod Blankley,Public Art Archive
MR.ALBQ.014,45119,Images,http://www.publicartarchive.org/sites/default/files/105_02.jpg,,,Rod Blankley,Public Art Archive
MR.ALBQ.015,45119,Images,http://www.publicartarchive.org/sites/default/files/105_03.jpg,,,Rod Blankley,Public Art Archive
MR.ALBQ.016,45119,Images,http://www.publicartarchive.org/sites/default/files/105_04.jpg,,,Rod Blankley,Public Art Archive
MR.ALBQ.017,45124,The Hounds of Enchantment,http://www.publicartarchive.org/sites/default/files/106_01.jpg,,,Peter Broussard,Public Art Archive
MR.ALBQ.018,45124,The Hounds of Enchantment,http://www.publicartarchive.org/sites/default/files/106_02.jpg,,,Peter Broussard,Public Art Archive
MR.ALBQ.019,45127,Carved Wood Dais,http://www.publicartarchive.org/sites/default/files/107_01.jpg,,,Max Chavez,Public Art Archive
MR.ALBQ.020,45127,Carved Wood Dais,http://www.publicartarchive.org/sites/default/files/107_02.jpg,,,Max Chavez,Public Art Archive
MR.ALBQ.021,45127,Carved Wood Dais,http://www.publicartarchive.org/sites/default/files/107_03.jpg,,,Max Chavez,Public Art Archive
MR.ALBQ.022,45131,Runways,http://www.publicartarchive.org/sites/default/files/108_01.jpg,,,Nancy Kozikowski,Public Art Archive
MR.ALBQ.023,45133,Triptych,http://www.publicartarchive.org/sites/default/files/267_01.jpg,,,Frank McCulloch,Public Art Archive
MR.ALBQ.024,45133,Triptych,http://www.publicartarchive.org/sites/default/files/267_02.jpg,,,Frank McCulloch,Public Art Archive
MR.ALBQ.025,45133,Triptych,http://www.publicartarchive.org/sites/default/files/267_03.jpg,,,Frank McCulloch,Public Art Archive
MR.ALBQ.026,45133,Triptych,http://www.publicartarchive.org/sites/default/files/267_04.jpg,,,Frank McCulloch,Public Art Archive
MR.ALBQ.027,45133,Triptych,http://www.publicartarchive.org/sites/default/files/109_01.jpg,,,Donna Contractor,Public Art Archive
MR.ALBQ.028,45133,Triptych,http://www.publicartarchive.org/sites/default/files/109_02.jpg,,,Donna Contractor,Public Art Archive
MR.ALBQ.029,45133,Triptych,http://www.publicartarchive.org/sites/default/files/109_03.jpg,,,Donna Contractor,Public Art Archive
MR.ALBQ.030,45133,Triptych,http://www.publicartarchive.org/sites/default/files/109_04.jpg,,,Donna Contractor,Public Art Archive
MR.ALBQ.031,45133,Triptych,http://www.publicartarchive.org/sites/default/files/267_01_0.jpg,,,Frank McCulloch,Public Art Archive
MR.ALBQ.032,45133,Triptych,http://www.publicartarchive.org/sites/default/files/267_02_0.jpg,,,Frank McCulloch,Public Art Archive
MR.ALBQ.033,45142,Kindred Spirit,http://www.publicartarchive.org/sites/default/files/110_01.jpg,,,Lou Cuevas,Public Art Archive
MR.ALBQ.034,45142,Kindred Spirit,http://www.publicartarchive.org/sites/default/files/110_02.jpg,,,Lou Cuevas,Public Art Archive
MR.ALBQ.035,45145,Solar Arc,http://www.publicartarchive.org/sites/default/files/111_02.jpg,,,William Drexel,Public Art Archive
MR.ALBQ.036,45145,Solar Arc,http://www.publicartarchive.org/sites/default/files/111_01.jpg,,,William Drexel,Public Art Archive
MR.ALBQ.037,45145,Solar Arc,http://www.publicartarchive.org/sites/default/files/111_03.jpg,,,William Drexel,Public Art Archive
MR.ALBQ.038,45145,Solar Arc,http://www.publicartarchive.org/sites/default/files/111_04.jpg,,,William Drexel,Public Art Archive
MR.ALBQ.039,45150,Interweave,http://www.publicartarchive.org/sites/default/files/112_01.jpg,,,C. Anthony Eck,Public Art Archive
MR.ALBQ.040,45150,Interweave,http://www.publicartarchive.org/sites/default/files/112_02.jpg,,,C. Anthony Eck,Public Art Archive
MR.ALBQ.041,45150,Interweave,http://www.publicartarchive.org/sites/default/files/112_03.jpg,,,C. Anthony Eck,Public Art Archive
MR.ALBQ.042,45154,Hand of Friendship,http://www.publicartarchive.org/sites/default/files/113_01.jpg,,,Ted Egri,Public Art Archive
MR.ALBQ.043,45154,Hand of Friendship,http://www.publicartarchive.org/sites/default/files/113_02.jpg,,,Ted Egri,Public Art Archive
MR.ALBQ.044,45154,Hand of Friendship,http://www.publicartarchive.org/sites/default/files/113_03.jpg,,,Ted Egri,Public Art Archive
MR.ALBQ.045,45158,Presto,http://www.publicartarchive.org/sites/default/files/114_01.jpg,,,Jeanette Entwisle,Public Art Archive
MR.ALBQ.046,45158,Presto,http://www.publicartarchive.org/sites/default/files/114_02.jpg,,,Jeanette Entwisle,Public Art Archive
MR.ALBQ.047,45161,Las Mesas,http://www.publicartarchive.org/sites/default/files/115_01.jpg,,,Tommie Findley,Public Art Archive
MR.ALBQ.048,45161,Las Mesas,http://www.publicartarchive.org/sites/default/files/115_02.jpg,,,Tommie Findley,Public Art Archive
MR.ALBQ.049,45161,Las Mesas,http://www.publicartarchive.org/sites/default/files/115_03.jpg,,,Tommie Findley,Public Art Archive
MR.ALBQ.050,45161,Las Mesas,http://www.publicartarchive.org/sites/default/files/115_04.jpg,,,Tommie Findley,Public Art Archive
MR.ALBQ.051,45166,The Shepherd,http://www.publicartarchive.org/sites/default/files/116_01.jpg,,,Lincoln Fox,Public Art Archive
MR.ALBQ.052,45166,The Shepherd,http://www.publicartarchive.org/sites/default/files/116_02.jpg,,,Lincoln Fox,Public Art Archive
MR.ALBQ.053,45166,The Shepherd,http://www.publicartarchive.org/sites/default/files/116_03.jpg,,,Lincoln Fox,Public Art Archive
MR.ALBQ.054,45166,The Shepherd,http://www.publicartarchive.org/sites/default/files/116_04.jpg,,,Lincoln Fox,Public Art Archive
MR.ALBQ.055,45171,Retratos de la Vecinidad (#1),http://www.publicartarchive.org/sites/default/files/117_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.056,45173,Retratos de la Vecinidad (#2),http://www.publicartarchive.org/sites/default/files/117.01_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.057,45175,Retratos de la Vecinidad (#3),http://www.publicartarchive.org/sites/default/files/117.02_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.058,45177,Retratos de la Vecinidad (#4),http://www.publicartarchive.org/sites/default/files/117.03_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.059,45179,Retratos de la Vecinidad (#5),http://www.publicartarchive.org/sites/default/files/117.04_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.060,45181,Retratos de la Vecinidad (#6),http://www.publicartarchive.org/sites/default/files/117.05_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.061,45183,Retratos de la Vecinidad (#7),http://www.publicartarchive.org/sites/default/files/117.06_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.062,45185,Retratos de la Vecinidad (#8),http://www.publicartarchive.org/sites/default/files/117.07_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.063,45187,Retratos de la Vecinidad (#9),http://www.publicartarchive.org/sites/default/files/117.08_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.064,45189,Retratos de la Vecinidad (#10),http://www.publicartarchive.org/sites/default/files/117.09_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.065,45191,Retratos de la Vecinidad (#11),http://www.publicartarchive.org/sites/default/files/117.10_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.066,45193,Retratos de la Vecinidad (#12),http://www.publicartarchive.org/sites/default/files/117.11_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.067,45195,Retratos de la Vecinidad (#13),http://www.publicartarchive.org/sites/default/files/117.12_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.068,45197,Retratos de la Vecinidad (#14),http://www.publicartarchive.org/sites/default/files/117.13_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.069,45199,Retratos de la Vecinidad (#15),http://www.publicartarchive.org/sites/default/files/117.14_01.jpg,,,Miguel Gandert,Public Art Archive
MR.ALBQ.070,45201,Memories of the North Valley (Haciendo Adobes),http://www.publicartarchive.org/sites/default/files/118_01.jpg,,,Edward Gonzales,Public Art Archive
MR.ALBQ.071,45203,Memories of the North Valley (La Acequia),http://www.publicartarchive.org/sites/default/files/118.01_01.jpg,,,Edward Gonzales,Public Art Archive
MR.ALBQ.072,45205,Memories of the North Valley (The Harvesters),http://www.publicartarchive.org/sites/default/files/118.02_01.jpg,,,Edward Gonzales,Public Art Archive
MR.ALBQ.073,45207,Memories of the North Valley (Hanging Chile),http://www.publicartarchive.org/sites/default/files/118.03_01.jpg,,,Edward Gonzales,Public Art Archive
MR.ALBQ.074,45209,Memories of the North Valley (Los Abuelos),http://www.publicartarchive.org/sites/default/files/118.04_01.jpg,,,Edward Gonzales,Public Art Archive
MR.ALBQ.075,45211,Memories of the North Valley (Haciendo Tortillas),http://www.publicartarchive.org/sites/default/files/118.05_01.jpg,,,Edward Gonzales,Public Art Archive
MR.ALBQ.076,45213,Sidewalk Society,http://www.publicartarchive.org/sites/default/files/119_01.jpg,,,Glenna Goodacre,Public Art Archive
MR.ALBQ.077,45213,Sidewalk Society,http://www.publicartarchive.org/sites/default/files/119_02.jpg,,,Glenna Goodacre,Public Art Archive
MR.ALBQ.078,45213,Sidewalk Society,http://www.publicartarchive.org/sites/default/files/119_03.JPG,,,Glenna Goodacre,Public Art Archive
MR.ALBQ.079,45213,Sidewalk Society,http://www.publicartarchive.org/sites/default/files/119_04.jpg,,,Glenna Goodacre,Public Art Archive
MR.ALBQ.080,45213,Sidewalk Society,http://www.publicartarchive.org/sites/default/files/119_05.jpg,,,Glenna Goodacre,Public Art Archive
MR.ALBQ.081,45219,Zia,http://www.publicartarchive.org/sites/default/files/120_01.jpg,,,William Goodman,Public Art Archive
MR.ALBQ.082,45221,Tapestry of Life,http://www.publicartarchive.org/sites/default/files/121_01.JPG,,,Cathy Gore,Public Art Archive
MR.ALBQ.083,45221,Tapestry of Life,http://www.publicartarchive.org/sites/default/files/121_02.jpg,,,Cathy Gore,Public Art Archive
MR.ALBQ.084,45221,Tapestry of Life,http://www.publicartarchive.org/sites/default/files/121_03.jpg,,,Cathy Gore,Public Art Archive
MR.ALBQ.085,45221,Tapestry of Life,http://www.publicartarchive.org/sites/default/files/121_04.JPG,,,Cathy Gore,Public Art Archive
MR.ALBQ.086,45226,Fountain of Peace,http://www.publicartarchive.org/sites/default/files/122_01.jpg,,,Sandy Scott,Public Art Archive
MR.ALBQ.087,45226,Fountain of Peace,http://www.publicartarchive.org/sites/default/files/122_02.jpg,,,Sandy Scott,Public Art Archive
MR.ALBQ.088,45226,Fountain of Peace,http://www.publicartarchive.org/sites/default/files/122_03.jpg,,,Sandy Scott,Public Art Archive
MR.ALBQ.089,45226,Fountain of Peace,http://www.publicartarchive.org/sites/default/files/122_04.jpg,,,Sandy Scott,Public Art Archive
MR.ALBQ.090,45231,Picture Fountain,http://www.publicartarchive.org/sites/default/files/123_01.jpg,,,Maera Green,Public Art Archive
MR.ALBQ.091,45233,Coronado's First Visit to New Mexico,http://www.publicartarchive.org/sites/default/files/124_02.jpg,,,Maurice Green,Public Art Archive
MR.ALBQ.092,45233,Coronado's First Visit to New Mexico,http://www.publicartarchive.org/sites/default/files/124_03.jpg,,,Maurice Green,Public Art Archive
MR.ALBQ.093,45233,Coronado's First Visit to New Mexico,http://www.publicartarchive.org/sites/default/files/124_01.jpg,,,Maurice Green,Public Art Archive
MR.ALBQ.094,45233,Coronado's First Visit to New Mexico,http://www.publicartarchive.org/sites/default/files/124_04.jpg,,,Maurice Green,Public Art Archive
MR.ALBQ.095,45238,Albuquerque Apparition,http://www.publicartarchive.org/sites/default/files/125_01.jpg,,,David Griggs,Public Art Archive
MR.ALBQ.096,45238,Albuquerque Apparition,http://www.publicartarchive.org/sites/default/files/125_02.jpg,,,David Griggs,Public Art Archive
MR.ALBQ.097,45241,New Life in Old Albuquerque,http://www.publicartarchive.org/sites/default/files/126_01.jpg,,,Roy Grinnell,Public Art Archive
MR.ALBQ.098,45243,Cruising San Mateo I,http://www.publicartarchive.org/sites/default/files/127_01.jpg,,,Barbara Grygutis,Public Art Archive
MR.ALBQ.099,45243,Cruising San Mateo I,http://www.publicartarchive.org/sites/default/files/127_02.jpg,,,Barbara Grygutis,Public Art Archive
MR.ALBQ.100,45243,Cruising San Mateo I,http://www.publicartarchive.org/sites/default/files/127_3.jpg,,,Barbara Grygutis,Public Art Archive
MR.ALBQ.101,45243,Cruising San Mateo I,http://www.publicartarchive.org/sites/default/files/127_04.JPG,,,Barbara Grygutis,Public Art Archive
MR.ALBQ.102,45243,Cruising San Mateo I,http://www.publicartarchive.org/sites/default/files/127_05.jpg,,,Barbara Grygutis,Public Art Archive
MR.ALBQ.103,45249,Cruising San Mateo II,http://www.publicartarchive.org/sites/default/files/127.01_01.jpg,,,Barbara Grygutis,Public Art Archive
MR.ALBQ.104,45251,The Harvest,http://www.publicartarchive.org/sites/default/files/128_01.jpg,,,Gilberto Guzman,Public Art Archive
MR.ALBQ.105,45251,The Harvest,http://www.publicartarchive.org/sites/default/files/128_02_0.jpg,,,Gilberto Guzman,Public Art Archive
MR.ALBQ.106,45251,The Harvest,http://www.publicartarchive.org/sites/default/files/128_03_0.jpg,,,Gilberto Guzman,Public Art Archive
MR.ALBQ.107,45255,A Tree of Mixed Metaphors,http://www.publicartarchive.org/sites/default/files/129_01.jpg,,,Ed Haddaway,Public Art Archive
MR.ALBQ.108,45255,A Tree of Mixed Metaphors,http://www.publicartarchive.org/sites/default/files/129_02.jpg,,,Ed Haddaway,Public Art Archive
MR.ALBQ.109,45255,A Tree of Mixed Metaphors,http://www.publicartarchive.org/sites/default/files/129_03.jpg,,,Ed Haddaway,Public Art Archive
MR.ALBQ.110,45255,A Tree of Mixed Metaphors,http://www.publicartarchive.org/sites/default/files/129_04.jpg,,,Ed Haddaway,Public Art Archive
MR.ALBQ.111,45255,A Tree of Mixed Metaphors,http://www.publicartarchive.org/sites/default/files/129_05.jpg,,,Ed Haddaway,Public Art Archive
MR.ALBQ.112,45261,Lioness and Cubs,http://www.publicartarchive.org/sites/default/files/130_01.jpg,,,Una Hanbury,Public Art Archive
MR.ALBQ.113,45261,Lioness and Cubs,http://www.publicartarchive.org/sites/default/files/130_02.jpg,,,Una Hanbury,Public Art Archive
MR.ALBQ.114,45261,Lioness and Cubs,http://www.publicartarchive.org/sites/default/files/130_03.jpg,,,Una Hanbury,Public Art Archive
MR.ALBQ.115,45265,Phoenix Rising from the Sun,http://www.publicartarchive.org/sites/default/files/131_01.jpg,,,Una Hanbury,Public Art Archive
MR.ALBQ.116,45265,Phoenix Rising from the Sun,http://www.publicartarchive.org/sites/default/files/131_02.JPG,,,Una Hanbury,Public Art Archive
MR.ALBQ.117,45265,Phoenix Rising from the Sun,http://www.publicartarchive.org/sites/default/files/131_03.jpg,,,Una Hanbury,Public Art Archive
MR.ALBQ.118,45269,Cultural Crossroads of the Americas,http://www.publicartarchive.org/sites/default/files/132_01.jpg,,,Bob Haozous,Public Art Archive
MR.ALBQ.119,45269,Cultural Crossroads of the Americas,http://www.publicartarchive.org/sites/default/files/132_03.jpg,,,Bob Haozous,Public Art Archive
MR.ALBQ.120,45269,Cultural Crossroads of the Americas,http://www.publicartarchive.org/sites/default/files/132_02.jpg,,,Bob Haozous,Public Art Archive
MR.ALBQ.121,45269,Cultural Crossroads of the Americas,http://www.publicartarchive.org/sites/default/files/132_04.jpg,,,Bob Haozous,Public Art Archive
MR.ALBQ.122,45274,Walk in Beauty,http://www.publicartarchive.org/sites/default/files/133_01.jpg,,,Doug Hyde,Public Art Archive
MR.ALBQ.123,45274,Walk in Beauty,http://www.publicartarchive.org/sites/default/files/133_02.jpg,,,Doug Hyde,Public Art Archive
MR.ALBQ.124,45274,Walk in Beauty,http://www.publicartarchive.org/sites/default/files/133_03.jpg,,,Doug Hyde,Public Art Archive
MR.ALBQ.125,45278,Southwest Pieta/Pieta Suroeste,http://www.publicartarchive.org/sites/default/files/134_01.jpg,,,Luis Jimenez,Public Art Archive
MR.ALBQ.126,45278,Southwest Pieta/Pieta Suroeste,http://www.publicartarchive.org/sites/default/files/134_02.jpg,,,Luis Jimenez,Public Art Archive
MR.ALBQ.127,45278,Southwest Pieta/Pieta Suroeste,http://www.publicartarchive.org/sites/default/files/134_03.jpg,,,Doug Hyde,Public Art Archive
MR.ALBQ.128,45278,Southwest Pieta/Pieta Suroeste,http://www.publicartarchive.org/sites/default/files/134_05.jpg,,,Luis Jimenez,Public Art Archive
MR.ALBQ.129,45278,Southwest Pieta/Pieta Suroeste,http://www.publicartarchive.org/sites/default/files/134_06.jpg,,,Luis Jimenez,Public Art Archive
MR.ALBQ.130,45284,Asteroid Sequence #2,http://www.publicartarchive.org/sites/default/files/136_01.jpg,,,Aaron Karp,Public Art Archive
MR.ALBQ.131,45286,Heritage,http://www.publicartarchive.org/sites/default/files/137_01.jpg,,,Celia Kimball,Public Art Archive
MR.ALBQ.132,45286,Heritage,http://www.publicartarchive.org/sites/default/files/137_02.jpg,,,Celia Kimball,Public Art Archive
MR.ALBQ.133,45286,Heritage,http://www.publicartarchive.org/sites/default/files/137_03.jpg,,,Celia Kimball,Public Art Archive
MR.ALBQ.134,45286,Heritage,http://www.publicartarchive.org/sites/default/files/137_04.jpg,,,Celia Kimball,Public Art Archive
MR.ALBQ.135,45291,Thread of New Mexico,http://www.publicartarchive.org/sites/default/files/140_01.jpg,,,Nancy Kozikowski,Public Art Archive
MR.ALBQ.136,45293,Breath of Life,http://www.publicartarchive.org/sites/default/files/141_02.jpg,,,Bruce LaFountain,Public Art Archive
MR.ALBQ.137,45293,Breath of Life,http://www.publicartarchive.org/sites/default/files/141_01.jpg,,,Bruce LaFountain,Public Art Archive
MR.ALBQ.138,45293,Breath of Life,http://www.publicartarchive.org/sites/default/files/141_03.jpg,,,Bruce LaFountain,Public Art Archive
MR.ALBQ.139,45297,Vehicle Stop,http://www.publicartarchive.org/sites/default/files/142_01.jpg,,,Erika Wanenmacher,Public Art Archive
MR.ALBQ.140,45297,Vehicle Stop,http://www.publicartarchive.org/sites/default/files/142_02.jpg,,,Erika Wanenmacher,Public Art Archive
MR.ALBQ.141,45297,Vehicle Stop,http://www.publicartarchive.org/sites/default/files/142_03.jpg,,,Erika Wanenmacher,Public Art Archive
MR.ALBQ.142,45297,Vehicle Stop,http://www.publicartarchive.org/sites/default/files/142_04.jpg,,,Erika Wanenmacher,Public Art Archive
MR.ALBQ.143,45302,Madonna of the Trail,http://www.publicartarchive.org/sites/default/files/143_01.JPG,,,August Leimbach,Public Art Archive
MR.ALBQ.144,45302,Madonna of the Trail,http://www.publicartarchive.org/sites/default/files/143_02.jpg,,,August Leimbach,Public Art Archive
MR.ALBQ.145,45302,Madonna of the Trail,http://www.publicartarchive.org/sites/default/files/143_04.jpg,,,August Leimbach,Public Art Archive
MR.ALBQ.146,45306,Tea Gate V,http://www.publicartarchive.org/sites/default/files/144_01.jpg,,,Paula Castillo,Public Art Archive
MR.ALBQ.147,45306,Tea Gate V,http://www.publicartarchive.org/sites/default/files/144_02.jpg,,,Paula Castillo,Public Art Archive
MR.ALBQ.148,45309,River of Life,http://www.publicartarchive.org/sites/default/files/145_03.jpg,,,Susan Linnell,Public Art Archive
MR.ALBQ.149,45309,River of Life,http://www.publicartarchive.org/sites/default/files/145_02.jpg,,,Susan Linnell,Public Art Archive
MR.ALBQ.150,45309,River of Life,http://www.publicartarchive.org/sites/default/files/145_05.jpg,,,Susan Linnell,Public Art Archive
MR.ALBQ.151,45309,River of Life,http://www.publicartarchive.org/sites/default/files/145_01.jpg,,,Susan Linnell,Public Art Archive
MR.ALBQ.152,45309,River of Life,http://www.publicartarchive.org/sites/default/files/145_06.jpg,,,Susan Linnell,Public Art Archive
MR.ALBQ.153,45315,Holocaust Memorial,http://www.publicartarchive.org/sites/default/files/146_01_0.jpg,,,Jake Lovato,Public Art Archive
MR.ALBQ.154,45315,Holocaust Memorial,http://www.publicartarchive.org/sites/default/files/146_02_0.jpg,,,Jake Lovato,Public Art Archive
MR.ALBQ.155,45317,Yei-bi-chai Gathering Place,http://www.publicartarchive.org/sites/default/files/147_01.jpg,,,Jake Lovato,Public Art Archive
MR.ALBQ.156,45317,Yei-bi-chai Gathering Place,http://www.publicartarchive.org/sites/default/files/147_02.jpg,,,Jake Lovato,Public Art Archive
MR.ALBQ.157,45317,Yei-bi-chai Gathering Place,http://www.publicartarchive.org/sites/default/files/147_03.jpg,,,Jake Lovato,Public Art Archive
MR.ALBQ.158,45321,The Shield,http://www.publicartarchive.org/sites/default/files/148_01.jpg,,,Elizabeth Red Sun Lyon,Public Art Archive
MR.ALBQ.159,45323,Full Circle,http://www.publicartarchive.org/sites/default/files/149_01.jpg,,,Beverly Magennis,Public Art Archive
MR.ALBQ.160,45323,Full Circle,http://www.publicartarchive.org/sites/default/files/149_02.jpg,,,Beverly Magennis,Public Art Archive
MR.ALBQ.161,45326,Tree of Life,http://www.publicartarchive.org/sites/default/files/150_01.jpg,,,Beverly Magennis,Public Art Archive
MR.ALBQ.162,45326,Tree of Life,http://www.publicartarchive.org/sites/default/files/150_02_0.jpg,,,Beverly Magennis,Public Art Archive
MR.ALBQ.163,45326,Tree of Life,http://www.publicartarchive.org/sites/default/files/150_03_0.jpg,,,Beverly Magennis,Public Art Archive
MR.ALBQ.164,45327,"""Mestizaje,""  De Colores Hispanic Heritage Festival Mural",http://www.publicartarchive.org/sites/default/files/151_01.jpg,,,Emanuel Martinez,Public Art Archive
MR.ALBQ.165,45327,"""Mestizaje,""  De Colores Hispanic Heritage Festival Mural",http://www.publicartarchive.org/sites/default/files/151_02.jpg,,,Emanuel Martinez,Public Art Archive
MR.ALBQ.166,45327,"""Mestizaje,""  De Colores Hispanic Heritage Festival Mural",http://www.publicartarchive.org/sites/default/files/151_04.JPG,,,Emanuel Martinez,Public Art Archive
MR.ALBQ.167,45327,"""Mestizaje,""  De Colores Hispanic Heritage Festival Mural",http://www.publicartarchive.org/sites/default/files/151_03.JPG,,,Emanuel Martinez,Public Art Archive
MR.ALBQ.168,45327,"""Mestizaje,""  De Colores Hispanic Heritage Festival Mural",http://www.publicartarchive.org/sites/default/files/151_05.JPG,,,Emanuel Martinez,Public Art Archive
MR.ALBQ.169,45333,Blue Tile Walls,http://www.publicartarchive.org/sites/default/files/152_01.jpg,,,Molly Mason,Public Art Archive
MR.ALBQ.170,45333,Blue Tile Walls,http://www.publicartarchive.org/sites/default/files/152_02.jpg,,,Molly Mason,Public Art Archive
MR.ALBQ.171,45333,Blue Tile Walls,http://www.publicartarchive.org/sites/default/files/152_03.jpg,,,Molly Mason,Public Art Archive
MR.ALBQ.172,45333,Blue Tile Walls,http://www.publicartarchive.org/sites/default/files/152_04.jpg,,,Molly Mason,Public Art Archive
MR.ALBQ.173,45338,"Don Francisco Cuervo y Valdes, Founder of Albuquerque",http://www.publicartarchive.org/sites/default/files/153_01.jpg,,,Buck McCain,Public Art Archive
MR.ALBQ.174,45338,"Don Francisco Cuervo y Valdes, Founder of Albuquerque",http://www.publicartarchive.org/sites/default/files/153_02.jpg,,,Buck McCain,Public Art Archive
MR.ALBQ.175,45338,"Don Francisco Cuervo y Valdes, Founder of Albuquerque",http://www.publicartarchive.org/sites/default/files/153_03.jpg,,,Buck McCain,Public Art Archive
MR.ALBQ.176,45338,"Don Francisco Cuervo y Valdes, Founder of Albuquerque",http://www.publicartarchive.org/sites/default/files/153_04.jpg,,,Buck McCain,Public Art Archive
MR.ALBQ.177,45343,To Create the Beloved Community,http://www.publicartarchive.org/sites/default/files/154_01.jpg,,,Jerome Meadows,Public Art Archive
MR.ALBQ.178,45343,To Create the Beloved Community,http://www.publicartarchive.org/sites/default/files/154_02.jpg,,,Jerome Meadows,Public Art Archive
MR.ALBQ.179,45343,To Create the Beloved Community,http://www.publicartarchive.org/sites/default/files/154_03.jpg,,,Jerome Meadows,Public Art Archive
MR.ALBQ.180,45343,To Create the Beloved Community,http://www.publicartarchive.org/sites/default/files/154_04.jpg,,,Jerome Meadows,Public Art Archive
MR.ALBQ.181,45343,To Create the Beloved Community,http://www.publicartarchive.org/sites/default/files/154_06.jpg,,,Jerome Meadows,Public Art Archive
MR.ALBQ.182,45343,To Create the Beloved Community,http://www.publicartarchive.org/sites/default/files/154_05.jpg,,,Jerome Meadows,Public Art Archive
MR.ALBQ.183,45343,To Create the Beloved Community,http://www.publicartarchive.org/sites/default/files/154_06_0.jpg,,,Jerome Meadows,Public Art Archive
MR.ALBQ.184,45351,Running Horses,http://www.publicartarchive.org/sites/default/files/155_01.jpg,,,Gray Mercer,Public Art Archive
MR.ALBQ.185,45351,Running Horses,http://www.publicartarchive.org/sites/default/files/155_02.jpg,,,Gray Mercer,Public Art Archive
MR.ALBQ.186,45351,Running Horses,http://www.publicartarchive.org/sites/default/files/155_03.jpg,,,Gray Mercer,Public Art Archive
MR.ALBQ.187,45351,Running Horses,http://www.publicartarchive.org/sites/default/files/155_04.jpg,,,Gray Mercer,Public Art Archive
MR.ALBQ.188,45351,Running Horses,http://www.publicartarchive.org/sites/default/files/155_05.jpg,,,Gray Mercer,Public Art Archive
MR.ALBQ.189,45351,Running Horses,http://www.publicartarchive.org/sites/default/files/155_05_0.jpg,,,Gray Mercer,Public Art Archive
MR.ALBQ.190,45358,Lifelines,http://www.publicartarchive.org/sites/default/files/156_01.jpg,,,Leigh Moore/Walters,Public Art Archive
MR.ALBQ.191,45358,Lifelines,http://www.publicartarchive.org/sites/default/files/156_02.jpg,,,Leigh Moore/Walters,Public Art Archive
MR.ALBQ.192,45358,Lifelines,http://www.publicartarchive.org/sites/default/files/156_03.jpg,,,Leigh Moore/Walters,Public Art Archive
MR.ALBQ.193,45358,Lifelines,http://www.publicartarchive.org/sites/default/files/156_05.jpg,,,Leigh Moore/Walters,Public Art Archive
MR.ALBQ.194,45363,George J. Maloof,http://www.publicartarchive.org/sites/default/files/157_01.jpg,,,Paul Moore,Public Art Archive
