identificationNumber,Relationship,title,blob_uri,externalURL,rightsHolder_org,rightsHolder_person,publishTo
MR.ALBQ.1014,59753,Communications Center Photo Panel-Medical,http://www.publicartarchive.org/sites/default/files/625.01_01.jpeg,,,Karen Mazur,Public Art Archive
MR.ALBQ.1015,59755,Communications Center Photo Panel-Police,http://www.publicartarchive.org/sites/default/files/625.02_01.jpeg,,,Karen Mazur,Public Art Archive
MR.ALBQ.1016,59757,Communications Center Photo Panel-Call Center,http://www.publicartarchive.org/sites/default/files/625.03.jpeg,,,Karen Mazur,Public Art Archive
MR.ALBQ.1017,59759,Untitled,http://www.publicartarchive.org/sites/default/files/524_01.jpg,,,program staff,Public Art Archive
MR.ALBQ.1018,59761,Untitled,http://www.publicartarchive.org/sites/default/files/525_01.jpg,,,program staff,Public Art Archive
MR.ALBQ.1019,59763,Angelitos de Caridad,http://www.publicartarchive.org/sites/default/files/626_01.jpg,,,Linda Dabeau,Public Art Archive
MR.ALBQ.1020,59763,Angelitos de Caridad,http://www.publicartarchive.org/sites/default/files/626_02.jpg,,,Linda Dabeau,Public Art Archive
MR.ALBQ.1021,59763,Angelitos de Caridad,http://www.publicartarchive.org/sites/default/files/626_03.jpg,,,Linda Dabeau,Public Art Archive
MR.ALBQ.1022,59767,American Dog,http://www.publicartarchive.org/sites/default/files/627_01.jpg,,,Dale Rodgers,Public Art Archive
MR.ALBQ.1023,59769,Intellect,http://www.publicartarchive.org/sites/default/files/628_01.jpg,,,Alex Outka,Public Art Archive
MR.ALBQ.1024,59771,Yin and Yang,http://www.publicartarchive.org/sites/default/files/628.01_01.jpg,,,Dominic Romero,Public Art Archive
MR.ALBQ.1025,59773,Untitled,http://www.publicartarchive.org/sites/default/files/522_01_1.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1026,59775,Untitled  (Amanda Sinclair),http://www.publicartarchive.org/sites/default/files/628.02_01.jpg,,,Amanda Sinclair,Public Art Archive
MR.ALBQ.1027,59777,Untitled,http://www.publicartarchive.org/sites/default/files/523_01_0.JPG,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1028,59778,Economy,http://www.publicartarchive.org/sites/default/files/628.03_01.jpg,,,Miguel Gomez,Public Art Archive
MR.ALBQ.1029,59781,Happy Coincidence,http://www.publicartarchive.org/sites/default/files/628.04_01.jpg,,,Tracy  Bullington,Public Art Archive
MR.ALBQ.1030,59809,Portable Grove,http://www.publicartarchive.org/sites/default/files/630_02.jpg,,,Stuart Frost,Public Art Archive
MR.ALBQ.1031,59809,Portable Grove,http://www.publicartarchive.org/sites/default/files/630_01.jpg,,,Stuart Frost,Public Art Archive
MR.ALBQ.1032,59809,Portable Grove,http://www.publicartarchive.org/sites/default/files/630_04.jpg,,,Stuart Frost,Public Art Archive
MR.ALBQ.1033,59817,Native Bird,http://www.publicartarchive.org/sites/default/files/631_01.jpg,,,Brooke Steiger,Public Art Archive
MR.ALBQ.1034,59825,Libra,http://www.publicartarchive.org/sites/default/files/631.01_01.jpg,,,Brooke Steiger,Public Art Archive
MR.ALBQ.1035,59827,economy,http://www.publicartarchive.org/sites/default/files/631.02_01.jpg,,,Daryl Wilson,Public Art Archive
MR.ALBQ.1036,59829,Morning Pond #995,http://www.publicartarchive.org/sites/default/files/631.05_01.jpg,,,Jane Abrams,Public Art Archive
MR.ALBQ.1037,59831,#11 Altiplano,http://www.publicartarchive.org/sites/default/files/631.06_01.jpg,,,Joan Weissman,Public Art Archive
MR.ALBQ.1038,59833,"Bound, 2007",http://www.publicartarchive.org/sites/default/files/631.07_01.jpg,,,Katrina Lasko,Public Art Archive
MR.ALBQ.1039,59851,"Entangled, 2007",http://www.publicartarchive.org/sites/default/files/631.08_01.jpg,,,Katrina Lasko,Public Art Archive
MR.ALBQ.1040,59853,Untitled #22,http://www.publicartarchive.org/sites/default/files/631.10_01.jpg,,,Leigh Anne Langwell,Public Art Archive
MR.ALBQ.1041,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.10_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1042,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.11_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1043,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.09_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1044,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.12_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1045,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.08_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1046,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.13_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1047,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.07_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1048,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.13_01_0.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1049,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.06_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1050,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.15_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1051,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.05_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1052,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.16_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1053,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.04_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1054,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.17_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1055,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.03_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1056,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.18_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1057,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.02_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1058,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.19_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1059,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1060,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.20_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1061,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.01_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1062,59855,El Otro Lado,http://www.publicartarchive.org/sites/default/files/643.21_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1063,60032,Sweet Tweets,http://www.publicartarchive.org/sites/default/files/631.11_01.jpg,,,Lisa Gillett,Public Art Archive
MR.ALBQ.1064,60034,Albuquerque Volcano,http://www.publicartarchive.org/sites/default/files/631.12_01.JPG,,,Monique Jansen Belitz,Public Art Archive
MR.ALBQ.1065,60036,Red Mesa,http://www.publicartarchive.org/sites/default/files/631.14_01.jpg,,,Reg Loving,Public Art Archive
MR.ALBQ.1066,60056,Dome Study for Itinerary Map West Through Space and Time (Albuquerque),http://www.publicartarchive.org/sites/default/files/631.15_01.jpg,,,Sage Dawson,Public Art Archive
MR.ALBQ.1067,60071,Dentrite Fusion,http://www.publicartarchive.org/sites/default/files/631.17_01.jpg,,,Xuan (Schwin) Chen,Public Art Archive
MR.ALBQ.1068,60082,Composition no. 15,http://www.publicartarchive.org/sites/default/files/631.18_01.jpg,,,Shawn Turung,Public Art Archive
MR.ALBQ.1069,60084,Her Lips are Red,http://www.publicartarchive.org/sites/default/files/631.19_01.jpg,,,Stephanie Lerma,Public Art Archive
MR.ALBQ.1070,60088,Sa sara,http://www.publicartarchive.org/sites/default/files/631.20_01.jpg,,,Yulia Pinkusevich,Public Art Archive
MR.ALBQ.1071,60196,Homeworks II,http://www.publicartarchive.org/sites/default/files/631.24_01.jpg,,,Sally Condon,Public Art Archive
MR.ALBQ.1072,60196,Homeworks II,http://www.publicartarchive.org/sites/default/files/631.24_01_0.jpg,,,Sally Condon,Public Art Archive
MR.ALBQ.1073,60763,Bosque Rhythms,http://www.publicartarchive.org/sites/default/files/631.25_01.jpg,,,Iva Morris,Public Art Archive
MR.ALBQ.1074,60765,Eucalipto and Roblon,http://www.publicartarchive.org/sites/default/files/632_01.jpg,,,Miguel Fernandez (Ponticu),Public Art Archive
MR.ALBQ.1075,60765,Eucalipto and Roblon,http://www.publicartarchive.org/sites/default/files/632_02.jpg,,,Miguel Fernandez (Ponticu),Public Art Archive
MR.ALBQ.1076,60768,Untitled (Bianka Martinez),http://www.publicartarchive.org/sites/default/files/633_01.jpg,,,Bianka Martinez,Public Art Archive
MR.ALBQ.1077,60771,Untitled (Maya Espinosa),http://www.publicartarchive.org/sites/default/files/633.01_01.jpg,,,Maya Espinosa,Public Art Archive
MR.ALBQ.1078,60794,Untitled (Rachel Vishaway),http://www.publicartarchive.org/sites/default/files/633.02_01.jpg,,,Rachel Vishaway,Public Art Archive
MR.ALBQ.1079,60796,Merge,http://www.publicartarchive.org/sites/default/files/633.03_01.jpg,,,Ramon Garcia,Public Art Archive
MR.ALBQ.1080,60798,Untitled (Sammy Sievert),http://www.publicartarchive.org/sites/default/files/633.04_01.jpg,,,Sammy Sievert,Public Art Archive
MR.ALBQ.1081,60800,Orphan Sign,http://www.publicartarchive.org/sites/default/files/634_01.jpg,,,Ellen Babcock,Public Art Archive
MR.ALBQ.1082,60800,Orphan Sign,http://www.publicartarchive.org/sites/default/files/634_02.jpg,,,Ellen Babcock,Public Art Archive
MR.ALBQ.1083,60800,Orphan Sign,http://www.publicartarchive.org/sites/default/files/634_03.jpg,,,Ellen Babcock,Public Art Archive
MR.ALBQ.1084,60800,Orphan Sign,http://www.publicartarchive.org/sites/default/files/634_04.jpg,,,Ellen Babcock,Public Art Archive
MR.ALBQ.1085,60805,Untitled (Jeannette Arroyo),http://www.publicartarchive.org/sites/default/files/635.01_01.jpg,,,Jeannette Arroyo,Public Art Archive
MR.ALBQ.1086,60807,Allyssa Rose: self portrait,http://www.publicartarchive.org/sites/default/files/635.02_01.jpg,,,Allyssa Thomas,Public Art Archive
MR.ALBQ.1087,60809,Untitled (Saul Macias),http://www.publicartarchive.org/sites/default/files/635.03_01.jpg,,,Saul Macias,Public Art Archive
MR.ALBQ.1088,60811,Untitled (Eric Shirey),http://www.publicartarchive.org/sites/default/files/635.04_01.jpg,,,Eric Shirey,Public Art Archive
MR.ALBQ.1089,60813,Untitled (Debra Reyes),http://www.publicartarchive.org/sites/default/files/635.05_01.jpg,,,Debra Reyes,Public Art Archive
MR.ALBQ.1090,60815,Unquenchable Spirit,http://www.publicartarchive.org/sites/default/files/637_01.jpg,,,Lorenzo Romero,Public Art Archive
MR.ALBQ.1091,60815,Unquenchable Spirit,http://www.publicartarchive.org/sites/default/files/637_02.jpg,,,Lorenzo Romero,Public Art Archive
MR.ALBQ.1092,60815,Unquenchable Spirit,http://www.publicartarchive.org/sites/default/files/637_03.jpg,,,Lorenzo Romero,Public Art Archive
MR.ALBQ.1093,60815,Unquenchable Spirit,http://www.publicartarchive.org/sites/default/files/637_04.jpg,,,Lorenzo Romero,Public Art Archive
MR.ALBQ.1094,60820,Big I Artworks - Icon Wall - (North-bound Frontage Road),http://www.publicartarchive.org/sites/default/files/638_01.JPG,,,Greg Reiche,Public Art Archive
MR.ALBQ.1095,60822,Big I Artworks - Icon Wall - (West-bound Frontage Road),http://www.publicartarchive.org/sites/default/files/638.01_01.jpg,,,Greg Reiche,Public Art Archive
MR.ALBQ.1096,60824,Big I Artworks - Icon Wall - (West-bound Frontage Road #2),http://www.publicartarchive.org/sites/default/files/638.02_01.jpg,,,Greg Reiche,Public Art Archive
MR.ALBQ.1097,60826,Big I Artworks - Icon Wall - (South-bound Frontage Road),http://www.publicartarchive.org/sites/default/files/638.03_01.jpg,,,Greg Reiche,Public Art Archive
MR.ALBQ.1098,60828,Big I Artworks - Stone Sweeps and Pylons - (East-bound I-40),http://www.publicartarchive.org/sites/default/files/638.04_01.jpg,,,Greg Reiche,Public Art Archive
MR.ALBQ.1099,60828,Big I Artworks - Stone Sweeps and Pylons - (East-bound I-40),http://www.publicartarchive.org/sites/default/files/638.06_01.jpg,,,Greg Reiche,Public Art Archive
MR.ALBQ.1100,60830,Big I Artworks - Stone Sweeps and Pylons - (East-bound I-40),http://www.publicartarchive.org/sites/default/files/638.05_01.jpg,,,Greg Reiche,Public Art Archive
MR.ALBQ.1101,60832,Big I Artworks - Steel Sweeps and Pylons - (East-bound I-40),http://www.publicartarchive.org/sites/default/files/638.07_01.jpg,,,Greg Reiche,Public Art Archive
MR.ALBQ.1102,60835,International District Pillars - Northern European,http://www.publicartarchive.org/sites/default/files/639_01.jpg,,,Lori Roddick,Public Art Archive
MR.ALBQ.1103,60838,Rain to River - Hahn Arroyo Mosaic,http://www.publicartarchive.org/sites/default/files/642_01.jpg,,,Nan Masland,Public Art Archive
MR.ALBQ.1104,60838,Rain to River - Hahn Arroyo Mosaic,http://www.publicartarchive.org/sites/default/files/642_02.jpg,,,Nan Masland,Public Art Archive
MR.ALBQ.1105,60838,Rain to River - Hahn Arroyo Mosaic,http://www.publicartarchive.org/sites/default/files/642_03.jpg,,,Nan Masland,Public Art Archive
MR.ALBQ.1106,60838,Rain to River - Hahn Arroyo Mosaic,http://www.publicartarchive.org/sites/default/files/642_05.jpg,,,Nan Masland,Public Art Archive
MR.ALBQ.1107,60838,Rain to River - Hahn Arroyo Mosaic,http://www.publicartarchive.org/sites/default/files/642_06.jpg,,,Nan Masland,Public Art Archive
MR.ALBQ.1108,60838,Rain to River - Hahn Arroyo Mosaic,http://www.publicartarchive.org/sites/default/files/642_07.jpg,,,Nan Masland,Public Art Archive
MR.ALBQ.1109,60845,El Otro Lado (the Book),http://www.publicartarchive.org/sites/default/files/643.22_01.jpg,,Albuquerque Public Art,,Public Art Archive
MR.ALBQ.1110,60847,Tingley Art Fence,http://www.publicartarchive.org/sites/default/files/645_02.jpg,,,Susan Wink,Public Art Archive
MR.ALBQ.1111,60847,Tingley Art Fence,http://www.publicartarchive.org/sites/default/files/645_01.jpg,,,Susan Wink,Public Art Archive
MR.ALBQ.1112,60847,Tingley Art Fence,http://www.publicartarchive.org/sites/default/files/645_03.jpg,,,Susan Wink,Public Art Archive
MR.ALBQ.1113,60851,Reflecting,http://www.publicartarchive.org/sites/default/files/646_01.jpg,,,Dana Foy,Public Art Archive
MR.ALBQ.1114,60853,Rhythm of the Night: Coming and Going,http://www.publicartarchive.org/sites/default/files/646.01_01.jpg,,,Dana Foy,Public Art Archive
MR.ALBQ.1115,60855,Rhythm of the Night: Confiding,http://www.publicartarchive.org/sites/default/files/646.02_01.jpg,,,Dana Foy,Public Art Archive
MR.ALBQ.1116,60857,Rhythm of the Night: Incoming,http://www.publicartarchive.org/sites/default/files/646.04_01.jpg,,,Dana Foy,Public Art Archive
MR.ALBQ.1117,60859,Rhythm of the Night: Landing,http://www.publicartarchive.org/sites/default/files/646.05_01.jpg,,,Dana Foy,Public Art Archive
MR.ALBQ.1118,60863,Rhythm of the Night: Spinning,http://www.publicartarchive.org/sites/default/files/646.06_01.jpg,,,Dana Foy,Public Art Archive
MR.ALBQ.1119,60866,Rhythm of the Night: Storming,http://www.publicartarchive.org/sites/default/files/646.07_01.jpg,,,Dana Foy,Public Art Archive
MR.ALBQ.1120,60870,Rhythm of the Night: Watching,http://www.publicartarchive.org/sites/default/files/646.08_01.jpg,,,Dana Foy,Public Art Archive
MR.ALBQ.1121,60872,Rhythm of the Night: Romancing,http://www.publicartarchive.org/sites/default/files/646.09_01.jpg,,,Dana Foy,Public Art Archive
MR.ALBQ.1122,60874,Light in Albuquerque - Foxtrot,http://www.publicartarchive.org/sites/default/files/647_01.jpg,,,James Dietch,Public Art Archive
MR.ALBQ.1123,60876,Light in Albuquerque - Delta,http://www.publicartarchive.org/sites/default/files/647.01_01.jpg,,,James Dietch,Public Art Archive
MR.ALBQ.1124,60878,Light in Albuquerque - Oscar,http://www.publicartarchive.org/sites/default/files/647.02_01.jpg,,,James Dietch,Public Art Archive
MR.ALBQ.1125,60880,Light in Albuquerque - Roger,http://www.publicartarchive.org/sites/default/files/647.03_01.jpg,,,James Dietch,Public Art Archive
MR.ALBQ.1126,60882,Light in Albuquerque - Uncle,http://www.publicartarchive.org/sites/default/files/647.04_01.jpg,,,James Dietch,Public Art Archive
MR.ALBQ.1127,60884,Light in Albuquerque - Victor,http://www.publicartarchive.org/sites/default/files/647.05_01.jpg,,,James Dietch,Public Art Archive
MR.ALBQ.1128,60886,Light in Albuquerque - X-Ray,http://www.publicartarchive.org/sites/default/files/647.06_01.jpg,,,James Dietch,Public Art Archive
MR.ALBQ.1129,60888,Light in Albuquerque - Yankee 1,http://www.publicartarchive.org/sites/default/files/647.07_01.jpg,,,James Dietch,Public Art Archive
MR.ALBQ.1130,60888,Light in Albuquerque - Yankee 1,http://www.publicartarchive.org/sites/default/files/647.08_01.jpg,,,James Dietch,Public Art Archive
MR.ALBQ.1131,60938,Light in Albuquerque - Zulu,http://www.publicartarchive.org/sites/default/files/647.09_01.jpg,,,James Dietch,Public Art Archive
MR.ALBQ.1132,60940,Portraits: The Artists of New Mexico (Betty Hahn),http://www.publicartarchive.org/sites/default/files/648_01.jpg,,,Karen Kuehn,Public Art Archive
MR.ALBQ.1133,60942,Portraits: The Artists of New Mexico (Cheryl Dietz),http://www.publicartarchive.org/sites/default/files/648.01_01.jpg,,,Karen Kuehn,Public Art Archive
MR.ALBQ.1134,60944,Portraits: The Artists of New Mexico (Frank McCulloch),http://www.publicartarchive.org/sites/default/files/648.02_01.jpg,,,Karen Kuehn,Public Art Archive
MR.ALBQ.1135,60946,Portraits: The Artists of New Mexico (Roger Atkins),http://www.publicartarchive.org/sites/default/files/648.03_01.jpg,,,Karen Kuehn,Public Art Archive
MR.ALBQ.1136,60948,Portraits: The Artists of New Mexico (Jim Wagner),http://www.publicartarchive.org/sites/default/files/648.04_01.jpg,,,Karen Kuehn,Public Art Archive
MR.ALBQ.1137,60950,Portraits: The Artists of New Mexico (Larry Bell),http://www.publicartarchive.org/sites/default/files/648.05_01.jpg,,,Karen Kuehn,Public Art Archive
MR.ALBQ.1138,60952,Portraits: The Artists of New Mexico (Nicholas Herrera),http://www.publicartarchive.org/sites/default/files/648.06_01.jpg,,,Karen Kuehn,Public Art Archive
MR.ALBQ.1139,60954,Portraits: The Artists of New Mexico (Norman Mauskopf),http://www.publicartarchive.org/sites/default/files/648.08_01.jpg,,,Karen Kuehn,Public Art Archive
MR.ALBQ.1140,60956,Portraits: The Artists of New Mexico (John Garret),http://www.publicartarchive.org/sites/default/files/648.09_01.jpg,,,Karen Kuehn,Public Art Archive
MR.ALBQ.1141,60958,Portraits: The Artists of New Mexico (Jennifer Vasher),http://www.publicartarchive.org/sites/default/files/648.10_01.jpg,,,Karen Kuehn,Public Art Archive
MR.ALBQ.1142,60960,Mythological Landscape: Open Space Visitors Center: (Boca Negra Canyon),http://www.publicartarchive.org/sites/default/files/649_01.jpg,,,Kirk Gittings,Public Art Archive
MR.ALBQ.1143,60962,Mythological Landscape: Open Space Visitors Center: (Maze in the Maize),http://www.publicartarchive.org/sites/default/files/649.01_01.jpg,,,Kirk Gittings,Public Art Archive
MR.ALBQ.1144,60964,Mythological Landscape: Open Space Visitors Center: (Elena Gallegos),http://www.publicartarchive.org/sites/default/files/649.03_01.jpg,,,Kirk Gittings,Public Art Archive
MR.ALBQ.1145,60966,Mythological Landscape: Open Space Visitors Center (Placitas Open Space),http://www.publicartarchive.org/sites/default/files/649.04_01.jpg,,,Kirk Gittings,Public Art Archive
MR.ALBQ.1146,60968,Mythological Landscape: Open Space Visitors Center (National Rivers Cleanup Day - Montano Bridge),http://www.publicartarchive.org/sites/default/files/649.05_01.jpg,,,Kirk Gittings,Public Art Archive
MR.ALBQ.1147,60970,Mythological Landscape: Open Space Visitors Center (Volunteer Day - Clearing Trees),http://www.publicartarchive.org/sites/default/files/649.06_01.jpg,,,Kirk Gittings,Public Art Archive
MR.ALBQ.1148,60972,Mythological Landscape: Open Space Visitors Center (Volunteer Day - Along the Rio Grande),http://www.publicartarchive.org/sites/default/files/649.07_01.jpg,,,Kirk Gittings,Public Art Archive
MR.ALBQ.1149,60974,Mythological Landscape: Open Space Visitors Center: (National River Cleanup Day - Under Bridge),http://www.publicartarchive.org/sites/default/files/649.08_01.jpg,,,Kirk Gittings,Public Art Archive
MR.ALBQ.1150,60976,Mythological Landscape: Open Space Visitors Center: (Foothills open Space),http://www.publicartarchive.org/sites/default/files/649.09_01.jpg,,,Kirk Gittings,Public Art Archive
MR.ALBQ.1151,60978,Mythological Landscape: Piedra Lisa,http://www.publicartarchive.org/sites/default/files/649.11_01.jpg,,,Kirk Gittings,Public Art Archive
MR.ALBQ.1152,60980,Mythological Landscape: Pino Trail,http://www.publicartarchive.org/sites/default/files/649.11_01_0.jpg,,,Kirk Gittings,Public Art Archive
MR.ALBQ.1153,60982,The Intersection: 12th and Mountain,http://www.publicartarchive.org/sites/default/files/650_01.jpeg,,,Kyle Zimmerman,Public Art Archive
MR.ALBQ.1154,60984,Life on Mountain Road: Tiguex Park,http://www.publicartarchive.org/sites/default/files/650.01_01.jpg,,,Kyle Zimmerman,Public Art Archive
MR.ALBQ.1155,60986,Life on Mountain Road: The Crossing,http://www.publicartarchive.org/sites/default/files/650.02_01.jpeg,,,Kyle Zimmerman,Public Art Archive
MR.ALBQ.1156,60988,Life on Mountain Road: The Artist,http://www.publicartarchive.org/sites/default/files/650.03_01.jpeg,,,Kyle Zimmerman,Public Art Archive
MR.ALBQ.1157,60990,Life on Mountain Road: The Bike and the Burger,http://www.publicartarchive.org/sites/default/files/650.04_01.jpeg,,,Kyle Zimmerman,Public Art Archive
MR.ALBQ.1158,60992,Life on Mountain Road: The Baker,http://www.publicartarchive.org/sites/default/files/650.05_01.jpeg,,,Kyle Zimmerman,Public Art Archive
MR.ALBQ.1159,60994,Life on Mountain Road: The History of Transportation,http://www.publicartarchive.org/sites/default/files/650.06_01.jpeg,,,Kyle Zimmerman,Public Art Archive
MR.ALBQ.1160,60996,Life on Mountain Road: The Welder,http://www.publicartarchive.org/sites/default/files/650.07_01.jpeg,,,Kyle Zimmerman,Public Art Archive
MR.ALBQ.1161,60999,Life on Mountain Road: The Parade,http://www.publicartarchive.org/sites/default/files/650.09_01.jpeg,,,Kyle Zimmerman,Public Art Archive
MR.ALBQ.1162,61002,Travel Through ABQ: Trolley,http://www.publicartarchive.org/sites/default/files/651_01.jpg,,,Michael Sanchez,Public Art Archive
MR.ALBQ.1163,61004,Travel Through ABQ: Airplane,http://www.publicartarchive.org/sites/default/files/651.01_01.jpg,,,Michael Sanchez,Public Art Archive
MR.ALBQ.1164,61007,Travel Through ABQ: Big-I,http://www.publicartarchive.org/sites/default/files/651.02_01.jpg,,,Michael Sanchez,Public Art Archive
MR.ALBQ.1165,61010,Travel Through ABQ: Central,http://www.publicartarchive.org/sites/default/files/651.03_01.jpg,,,Michael Sanchez,Public Art Archive
MR.ALBQ.1166,61012,Travel Through ABQ: Downtown,http://www.publicartarchive.org/sites/default/files/651.04_01.jpg,,,Michael Sanchez,Public Art Archive
MR.ALBQ.1167,61015,Travel Through ABQ: Nob Hill Bike Path,http://www.publicartarchive.org/sites/default/files/651.05_01.jpg,,,Michael Sanchez,Public Art Archive
MR.ALBQ.1168,61017,Travel Through ABQ: RailRunner,http://www.publicartarchive.org/sites/default/files/651.06_01.jpg,,,Michael Sanchez,Public Art Archive
MR.ALBQ.1169,61021,Travel Through ABQ: Rapid Ride 2,http://www.publicartarchive.org/sites/default/files/651.07_01.jpg,,,Michael Sanchez,Public Art Archive
MR.ALBQ.1170,61023,Travel Through ABQ: Tram,http://www.publicartarchive.org/sites/default/files/651.09_01.jpg,,,Michael Sanchez,Public Art Archive
MR.ALBQ.1171,61025,El Agua es La Vida: Reflection,http://www.publicartarchive.org/sites/default/files/652_03.jpg,,,Elisabeth Loring,Public Art Archive
MR.ALBQ.1172,61025,El Agua es La Vida: Reflection,http://www.publicartarchive.org/sites/default/files/652_04.jpg,,,Elisabeth Loring,Public Art Archive
MR.ALBQ.1173,61025,El Agua es La Vida: Reflection,http://www.publicartarchive.org/sites/default/files/652_02.jpg,,,Elisabeth Loring,Public Art Archive
MR.ALBQ.1174,61025,El Agua es La Vida: Reflection,http://www.publicartarchive.org/sites/default/files/652_05.jpg,,,Elisabeth Loring,Public Art Archive
MR.ALBQ.1175,61025,El Agua es La Vida: Reflection,http://www.publicartarchive.org/sites/default/files/652_01.jpg,,,Elisabeth Loring,Public Art Archive
MR.ALBQ.1176,61025,El Agua es La Vida: Reflection,http://www.publicartarchive.org/sites/default/files/652_06.jpg,,,Elisabeth Loring,Public Art Archive
MR.ALBQ.1177,61032,Fractal #1,http://www.publicartarchive.org/sites/default/files/653_01.jpg,,,Jonathan Wolfe,Public Art Archive
MR.ALBQ.1178,61035,Fractal #2,http://www.publicartarchive.org/sites/default/files/653.01_01.jpg,,,Jonathan Wolfe,Public Art Archive
MR.ALBQ.1179,61041,Fractal #3,http://www.publicartarchive.org/sites/default/files/653.02_01.jpg,,,Jonathan Wolfe,Public Art Archive
MR.ALBQ.1180,61045,Los Muertitos,http://www.publicartarchive.org/sites/default/files/654_01.jpg,,,Justine Ortiz,Public Art Archive
MR.ALBQ.1181,61047,Goat Fight,http://www.publicartarchive.org/sites/default/files/655_01.jpg,,,Justine Ortiz,Public Art Archive
MR.ALBQ.1182,61071,Message in the Bottle,http://www.publicartarchive.org/sites/default/files/656_01.jpg,,,Henry Morales,Public Art Archive
MR.ALBQ.1183,61076,Southwest Vernacular I,http://www.publicartarchive.org/sites/default/files/660_01.jpg,,,Kenny Davis,Public Art Archive
MR.ALBQ.1184,61076,Southwest Vernacular I,http://www.publicartarchive.org/sites/default/files/660.01_01.jpg,,,Kenny Davis,Public Art Archive
MR.ALBQ.1185,61081,Southwest Vernacular II,http://www.publicartarchive.org/sites/default/files/660.01_01_0.jpg,,,Kenny Davis,Public Art Archive
MR.ALBQ.1186,61091,The Passing,http://www.publicartarchive.org/sites/default/files/661_01.jpg,,,Vera Sprunt,Public Art Archive
MR.ALBQ.1187,61094,You're Not From Around Here,http://www.publicartarchive.org/sites/default/files/662_01.jpg,,,Evan Dent,Public Art Archive
MR.ALBQ.1188,61113,Froggy,http://www.publicartarchive.org/sites/default/files/662.01_01.jpg,,,Evan Dent,Public Art Archive
MR.ALBQ.1189,61116,Toot,http://www.publicartarchive.org/sites/default/files/662.02_01.jpg,,,Evan Dent,Public Art Archive
MR.ALBQ.1190,61124,Spun,http://www.publicartarchive.org/sites/default/files/662.03_01.jpg,,,Evan Dent,Public Art Archive
MR.ALBQ.1191,61126,Pop,http://www.publicartarchive.org/sites/default/files/662.05_01.jpg,,,Evan Dent,Public Art Archive
MR.ALBQ.1192,61128,Fence II,http://www.publicartarchive.org/sites/default/files/662.06_01.jpg,,,Evan Dent,Public Art Archive
MR.ALBQ.1193,61130,Enigma II,http://www.publicartarchive.org/sites/default/files/670_01.jpg,,,Garo Antreasian,Public Art Archive
